3.2681 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.7282 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001591C0369D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000015921273F40>, multiSample=False, name='window1', numSamples=2, pos=(420, 180), screen=0, size=array([1080,  720]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7286 	EXP 	window1: mouseVisible = True
7.7287 	EXP 	window1: mouseVisible = True
7.7288 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.7288 	EXP 	window1: recordFrameIntervals = False
7.9035 	EXP 	window1: recordFrameIntervals = True
8.0877 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
8.0878 	EXP 	window1: recordFrameIntervals = False
8.2261 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.9155 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.029999999999999995, italic=False, languageStyle='LTR', name='welcome_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9289 	EXP 	Created familiarization_shiny = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.029999999999999995, italic=False, languageStyle='LTR', name='familiarization_shiny', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9297 	EXP 	Created skip_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='skip_text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9311 	EXP 	Created blank_100ms = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blank_100ms', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9404 	EXP 	Created text_Matte = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.029999999999999995, italic=False, languageStyle='LTR', name='text_Matte', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9577 	EXP 	Created remindText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.029999999999999995, italic=False, languageStyle='LTR', name='remindText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9619 	EXP 	Created question_gloss = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='question_gloss', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9632 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9726 	EXP 	Created endText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.029999999999999995, italic=False, languageStyle='LTR', name='endText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9895 	EXP 	welcome_text: autoDraw = True
35.2171 	DATA 	Keypress: space
35.2280 	EXP 	welcome_text: autoDraw = False
35.3304 	EXP 	familiarization_shiny: autoDraw = True
35.9012 	EXP 	Imported glossy_examplar_objects.csv as conditions, 20 conditions, 24 params
35.9086 	EXP 	Created sequence: sequential, trialTypes=20, nReps=1, seed=None
35.9096 	EXP 	New trial (rep=0, index=0): OrderedDict([('test_object', 120), ('true_type', 0), ('classified_as', 0), ('decision_value', -16.56748621), ('material_name', 'shiny_soft_gothicManor_None_[90, 0, 0]_[90, 0, 0]_WIND_1.067_0_4'), ('rigidity', 'soft'), ('glossiness', 'shiny'), ('decision_value_norm', -0.735730726), ('Glossiness', 'shiny'), ('Rigidity', 'soft'), ('Enviroment_Map', 'gothicManor'), ('Texture', 'None'), ('init_rot', [90, 0, 0]), ('end_rot', [90, 0, 0]), ('Force', 'WIND'), ('disp_scale', 1.067), ('disp_depth', 0), ('glossID', 0), ('rigidID', 1), ('type_truncted', 1), ('type8way', -1), ('detail', -1), ('decisionNormalized', -0.542284948), ('obj_dir', 'validationSet_v7_movies/120.mp4')])
36.2953 	EXP 	Created shiny_ex_trials = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='validationSet_v7_movies/120.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=True, name='shiny_ex_trials', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
36.7232 	WARNING 	0.4278166999865789: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
36.7233 	WARNING 	0.42789520000224: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
36.7233 	WARNING 	0.4279320999921765: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
36.7234 	WARNING 	0.4279638000007253: Video catchup needed, advancing self._nextFrameT from 0.12 to 0.16
36.7234 	WARNING 	0.4279952999786474: Video catchup needed, advancing self._nextFrameT from 0.16 to 0.2
36.7234 	WARNING 	0.4280257999780588: Video catchup needed, advancing self._nextFrameT from 0.2 to 0.24000000000000002
36.7235 	WARNING 	0.42805659997975454: Video catchup needed, advancing self._nextFrameT from 0.24000000000000002 to 0.28
36.7235 	WARNING 	0.4280871999799274: Video catchup needed, advancing self._nextFrameT from 0.28 to 0.32
36.7235 	WARNING 	0.42811589999473654: Video catchup needed, advancing self._nextFrameT from 0.32 to 0.36
36.7704 	DATA 	Keypress: space
36.7773 	EXP 	familiarization_shiny: autoDraw = False
36.7773 	EXP 	shiny_ex_trials: autoLog = True
36.7773 	EXP 	shiny_ex_trials: movie = 'validationSet_v7_movies/120.mp4'
36.7773 	EXP 	shiny_ex_trials: ori = 0.0
36.7773 	EXP 	skip_text: height = 0.029999999999999995
36.7773 	EXP 	skip_text: height = 0.029999999999999995
36.7773 	EXP 	skip_text: height = 0.029999999999999995
36.7773 	EXP 	skip_text: text = "It is a SHINY object\n\nPress 'Space' to see next"
36.7773 	EXP 	shiny_ex_trials: autoDraw = True
36.7773 	EXP 	skip_text: autoDraw = True
37.3609 	EXP 	Set shiny_ex_trials finished
37.3626 	WARNING 	0.13183880000724457: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
37.3993 	DATA 	Keypress: space
37.4123 	EXP 	shiny_ex_trials: autoDraw = False
37.4123 	EXP 	skip_text: autoDraw = False
37.4123 	EXP 	blank_100ms: autoDraw = True
37.4123 	EXP 	text_Matte: autoDraw = True
37.4123 	EXP 	text_Matte: autoDraw = False
37.5170 	EXP 	blank_100ms: autoDraw = False
37.5830 	EXP 	New trial (rep=0, index=1): OrderedDict([('test_object', 28), ('true_type', 0), ('classified_as', 0), ('decision_value', -16.55869697), ('material_name', 'shiny_soft_uenoShrine_None_[51, 0, 0]_[51, 0, 0]_TURBULENCE_0.941_0_10'), ('rigidity', 'soft'), ('glossiness', 'shiny'), ('decision_value_norm', -0.735406954), ('Glossiness', 'shiny'), ('Rigidity', 'soft'), ('Enviroment_Map', 'uenoShrine'), ('Texture', 'None'), ('init_rot', [51, 0, 0]), ('end_rot', [51, 0, 0]), ('Force', 'TURBULENCE'), ('disp_scale', 0.941), ('disp_depth', 0), ('glossID', 0), ('rigidID', 1), ('type_truncted', 1), ('type8way', -1), ('detail', -1), ('decisionNormalized', -0.54199726), ('obj_dir', 'validationSet_v7_movies/28.mp4')])
37.5860 	EXP 	Created shiny_ex_trials = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='validationSet_v7_movies/28.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=True, name='shiny_ex_trials', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
37.7694 	WARNING 	0.18333630001870915: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
37.7694 	WARNING 	0.1833743000170216: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
37.7695 	WARNING 	0.18339320001541637: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
37.7744 	DATA 	Keypress: space
37.7954 	EXP 	blank_100ms: autoDraw = False
37.7954 	EXP 	text_Matte: autoDraw = False
37.7954 	EXP 	shiny_ex_trials: autoLog = True
37.7954 	EXP 	shiny_ex_trials: movie = 'validationSet_v7_movies/28.mp4'
37.7954 	EXP 	shiny_ex_trials: ori = 0.0
37.7954 	EXP 	skip_text: text = "It is a SHINY object\n\nPress 'Space' to see next"
37.7954 	EXP 	shiny_ex_trials: autoDraw = True
37.7954 	EXP 	skip_text: autoDraw = True
37.8163 	DATA 	Keypress: space
37.8296 	EXP 	shiny_ex_trials: autoDraw = False
37.8296 	EXP 	skip_text: autoDraw = False
37.8296 	EXP 	blank_100ms: autoDraw = True
37.8296 	EXP 	text_Matte: autoDraw = True
37.8296 	EXP 	text_Matte: autoDraw = False
37.9293 	EXP 	blank_100ms: autoDraw = False
38.0148 	EXP 	New trial (rep=0, index=2): OrderedDict([('test_object', 156), ('true_type', 0), ('classified_as', 0), ('decision_value', -16.34628391), ('material_name', 'shiny_soft_galileo_None_[11, 0, 0]_[11, 0, 0]_GUIDE_1.815_2_9'), ('rigidity', 'soft'), ('glossiness', 'shiny'), ('decision_value_norm', -0.727582214), ('Glossiness', 'shiny'), ('Rigidity', 'soft'), ('Enviroment_Map', 'galileo'), ('Texture', 'None'), ('init_rot', [11, 0, 0]), ('end_rot', [11, 0, 0]), ('Force', 'GUIDE'), ('disp_scale', 1.815), ('disp_depth', 2), ('glossID', 0), ('rigidID', 1), ('type_truncted', 1), ('type8way', -1), ('detail', -1), ('decisionNormalized', -0.535044581), ('obj_dir', 'validationSet_v7_movies/156.mp4')])
38.0169 	EXP 	Created shiny_ex_trials = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='validationSet_v7_movies/156.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=True, name='shiny_ex_trials', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
38.2159 	WARNING 	0.1989377999852877: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
38.2159 	WARNING 	0.1989729999913834: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
38.2159 	WARNING 	0.19899000000441447: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
38.2205 	DATA 	Keypress: space
38.2211 	DATA 	Keypress: space
38.2271 	EXP 	blank_100ms: autoDraw = False
